연도,학교급,학교세부유형,고등학교유형,시도,행정구,교육지원청,학교명,본분교,학교상태,설립,남녀공학,우편번호,도로명주소,연락처,팩스번호,홈페이지
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,광교고등학교,본교,기존(원)교,공립,남여공학,165-09 ,경기도 수원시 영통구 도청로89번길 11 (이의동),070-4600-7207,031-216-0978,http://gwanggyo.hs.kr/
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,권선고등학교,본교,기존(원)교,공립,남여공학,165-57 ,경기도 수원시 권선구 세권로 276 (권선동.권선고등학교),031-230-0233,031-239-6144,http://www.kwonsun.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,대평고등학교,본교,기존(원)교,공립,남여공학,163-32 ,경기도 수원시 장안구 천천로22번길 21 (정자동. 대평고등학교),031-259-3804,031-259-3969,http://www.daepyeong.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,동우여자고등학교,본교,기존(원)교,사립,여자,162-08 ,경기도 수원시 장안구 장안로 426-1 . 동우여자고등학교 (이목동),031-259-4021,031-247-3315,http://www.dongwoo.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,동원고등학교,본교,기존(원)교,사립,남자,162-08 ,경기도 수원시 장안구 장안로 426-1 . 동원고등학교 (이목동),031-259-4032,031-241-5273,http://www.dongwon.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,망포고등학교,본교,기존(원)교,공립,남여공학,166-86 ,경기도 수원시 영통구 동탄지성로 468 (망포동),031-547-1600,031-203-3751,http://www.mangpo.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,매원고등학교,본교,기존(원)교,공립,남여공학,166-74 ,경기도 수원시 영통구 삼성로213번길 120 (매탄동),031-218-1506,031-217-8134,http://www.maewon.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,매탄고등학교,본교,기존(원)교,공립,남여공학,165-44 ,경기도 수원시 영통구 매탄로126번길 11 (매탄동.매탄고등학교),031-218-3007,031-213-9387,http://www.maetan.hs.kr
2020,고등학교,상업고등학교,특성화고(직업),경기,수원시,경기,매향여자정보고등학교,본교,기존(원)교,사립,여자,162-54 ,경기도 수원시 팔달구 수원천로 350 (매향동.매향여자정보고등학교),031-259-0700,031-259-0710,http://www.maehyang.hs.kr
2020,고등학교,공업고등학교,특성화고(직업),경기,수원시,경기,삼일공업고등학교,본교,기존(원)교,사립,남여공학,162-54 ,경기도 수원시 팔달구 수원천로392번길 44-60 (매향동. 삼일공고),031-257-3131,031-257-3135,http://www.samil-th.or.kr
2020,고등학교,상업고등학교,특성화고(직업),경기,수원시,경기,삼일상업고등학교,본교,기존(원)교,사립,남여공학,162-54 ,경기도 수원시 팔달구 수원천로392번길 44-28 (매향동),031-8065-8910,031-8065-8915,http://www.samil.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,수성고등학교,본교,기존(원)교,공립,남자,163-13 ,경기도 수원시 장안구 장안로90번길 39 (정자동. 수성고등학교),031-259-1384,031-251-2229,http://www.susung.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,수원고등학교,본교,기존(원)교,사립,남자,164-69 ,경기도 수원시 팔달구 정조로 666-10 (매교동),031-300-3220,031-300-3236,http://www.suwon.hs.kr
2020,고등학교,공업고등학교,특성화고(직업),경기,수원시,경기,수원공업고등학교,본교,기존(원)교,사립,남여공학,164-72 ,경기도 수원시 팔달구 세지로 254 (인계동.수원공업고등학교),031-800-6120,031-800-6125,http://www.sugong.org
2020,고등학교,농림업고등학교,특성화고(직업),경기,수원시,경기,수원농생명과학고등학교,본교,기존(원)교,공립,남여공학,162-77 ,경기도 수원시 장안구 광교산로 13 (영화동.농생명과학고등학교),031-259-4340,031-246-5782,http://www.sunong.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,수원여자고등학교,본교,기존(원)교,공립,여자,164-48 ,경기도 수원시 팔달구 고등로59번길 72 . 수원여자고등학교 (고등동),031-250-9143,031-241-5984,http://www.suwon-g.hs.kr
2020,고등학교,외국어고등학교,특목고,경기,수원시,경기,수원외국어고등학교,본교,기존(원)교,공립,남여공학,162-27 ,경기도 수원시 영통구 창룡대로 263 (이의동),031-258-9341,031-258-9342,http://www.sawl.hs.kr
2020,고등학교,공업고등학교,특성화고(직업),경기,수원시,경기,수원정보과학고등학교,본교,기존(원)교,공립,남여공학,165-01 ,경기도 수원시 영통구 동수원로551번길 16 (원천동),031-218-4000,031-216-3331,http://www.swjb.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,수원칠보고등학교,본교,기존(원)교,공립,남여공학,163-89 ,경기도 수원시 권선구 금곡로 127 (금곡동),031-8007-5805,031-8065-7046,http://www.suwonchilbo.hs.kr
2020,고등학교,공업고등학교,특목고,경기,수원시,경기,수원하이텍고등학교,본교,기존(원)교,공립,남여공학,167-10 ,경기도 수원시 영통구 청명북로 56(영통동) . 수원하이텍고등학교,031-201-9000,031-206-1987,http://www.sht.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,수일고등학교,본교,기존(원)교,공립,남여공학,162-93 ,경기도 수원시 장안구 수일로233번길 59 (조원동),031-8012-8355,031-258-0616,http://www.suil.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,숙지고등학교,본교,기존(원)교,공립,남여공학,164-35 ,경기도 수원시 팔달구 수성로182번길 100 (화서동.숙지고등학교),031-806-5302,031-248-9636,http://www.sukji.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,영덕고등학교,본교,기존(원)교,공립,남여공학,166-99 ,경기도 수원시 영통구 매영로 334 (영통동.영덕고등학교),031-201-9100,031-203-6095,http://www.yeongdeok.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,영복여자고등학교,본교,기존(원)교,사립,여자,164-34 ,경기도 수원시 팔달구 장안로7번길 49-1 . 영복여자고등학교 (화서동),031-245-2512,031-252-2020,http://www.youngbok.or.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,영생고등학교,본교,기존(원)교,사립,남여공학,163-22 ,경기도 수원시 장안구 서부로2198번길 22 . 영생고등학교 (천천동),031-259-9555,031-259-9559,http://www.myys.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,영신여자고등학교,본교,기존(원)교,사립,여자,166-36 ,경기도 수원시 권선구 삼천병마로1566번길 30 영신여자고등학교 (오목천동),031-299-7074,031-299-7080,http://www.ysg.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,유신고등학교,본교,기존(원)교,사립,남자,164-95 ,경기도 수원시 팔달구 월드컵로 216 (우만동.유신고등학교),031-547-4500,031-211-1614,http://www.yushin.or.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,율천고등학교,본교,기존(원)교,공립,남여공학,164-22 ,경기도 수원시 팔달구 일월로 50 . 율천고등학교 (화서동. 율천고등학교),031-299-3984,031-278-9529,http://www.yulcheon.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,이의고등학교,본교,기존(원)교,공립,남여공학,165-12 ,경기도 수원시 영통구 법조로 145 . 이의고등학교 (하동),031-280-6500,031-216-8146,http://iui.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,장안고등학교,본교,기존(원)교,공립,남여공학,163-16 ,경기도 수원시 장안구 대평로52번길 12 (정자동.장안고등학교),031-269-8575,031-269-8573,http://www.jangan.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,조원고등학교,본교,기존(원)교,공립,남여공학,162-93 ,경기도 수원시 장안구 수일로233번길 15 . 조원고등학교 (조원동),031-801-2170,031-207-8009,http://www.jowon.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,창현고등학교,본교,기존(원)교,사립,남여공학,164-95 ,경기도 수원시 팔달구 월드컵로 216-1 . 창현고등학교 (우만동),031-548-5013,031-214-8422,http://www.changhyun.org
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,천천고등학교,본교,기존(원)교,공립,남여공학,163-25 ,경기도 수원시 장안구 정자로42번길 31 (천천동. 천천고등학교),031-249-6706,031-269-5903,http://cheoncheon.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,청명고등학교,본교,기존(원)교,공립,남여공학,167-07 ,경기도 수원시 영통구 영통로 466 (영통동),031-201-9701,031-204-1779,http://www.cm-h.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,태장고등학교,본교,기존(원)교,공립,남여공학,166-98 ,경기도 수원시 영통구 영통로 250 . 태장고등학교 (영통동),031-201-4114,031-201-4113,http://www.taejang.hs.kr
2020,고등학교,공업고등학교,특성화고(직업),경기,수원시,경기,한봄고등학교,본교,기존(원)교,사립,남여공학,166-26 ,경기도 수원시 권선구 호매실로 46-93 (탑동),031-293-3090,031-293-3092,http://www.hanbom.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,호매실고등학교,본교,기존(원)교,공립,남여공학,164-01 ,경기도 수원시 권선구 칠보로 142-1 (호매실동),031-547-6900,031-547-6999,http://homaesil.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,화홍고등학교,본교,기존(원)교,공립,남여공학,165-51 ,경기도 수원시 권선구 세권로 331 (권선동. 화홍고등학교),031-220-3308,031-232-4293,http://www.hwahong.hs.kr
2020,고등학교,일반고등학교,일반고,경기,수원시,경기,효원고등학교,본교,기존(원)교,공립,남여공학,165-46 ,경기도 수원시 영통구 동수원로 336 . 효원고등학교 (매탄동),031-228-1507,031-237-2271,http://www.hyowon.hs.kr
2020,고등학교,예술고등학교,특목고,경기,성남시,경기,계원예술고등학교,본교,기존(원)교,사립,남여공학,136-06 ,경기도 성남시 분당구 불정로 100 (정자동),031-710-8506,031-713-0727,http://www.kaywon.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,낙생고등학교,본교,기존(원)교,사립,남여공학,134-80 ,경기도 성남시 분당구 대왕판교로 477 (판교동),031-780-6314,031-708-8646,http://www.naksaeng.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,늘푸른고등학교,본교,기존(원)교,공립,남여공학,135-54 ,경기도 성남시 분당구 성남대로407번길 26 (정자동),031-726-4041,031-726-4045,http://www.npr.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,돌마고등학교,본교,기존(원)교,공립,남여공학,135-71 ,경기도 성남시 분당구 이매로 105 (이매동. 돌마고등학교),031-780-7500,031-706-8038,http://www.dolma.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,동광고등학교,본교,기존(원)교,사립,남여공학,133-70 ,경기도 성남시 중원구 원터로 84 (성남동.동광고등학교),031-754-4811,031-757-5681,http://dong.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,보평고등학교,본교,기존(원)교,공립,남여공학,135-27 ,경기도 성남시 분당구 동판교로 124 (백현동. 보평고등학교),031-801-7046,031-801-7046,http://bopyung.hs.kr/
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,복정고등학교,본교,기존(원)교,공립,남여공학,131-14 ,경기도 성남시 수정구 복정안골로 35 . 복정고등학교 (복정동),031-720-1707,031-755-0705,http://www.bokjeong.hs.kr
2020,고등학교,상업고등학교,특성화고(직업),경기,성남시,경기,분당경영고등학교,본교,기존(원)교,공립,남여공학,136-17 ,경기도 성남시 분당구 금곡로 289 (금곡동),031-8023-1409,031-8023-1407,http://www.bundang-mgt.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,분당고등학교,본교,기존(원)교,공립,남여공학,135-97 ,경기도 성남시 분당구 내정로165번길 31 (수내동. 분당고등학교),031-710-7715,031-711-1316,http://www.bundang.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,분당대진고등학교,본교,기존(원)교,사립,남여공학,135-83 ,경기도 성남시 분당구 분당로 271 . 분당대진고등학교  (분당동),031-706-8574,031-702-5587,http://www.bdj.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,분당영덕여자고등학교,본교,기존(원)교,사립,여자,135-15 ,경기도 성남시 분당구 판교로592번길 13 . 분당영덕여자고등학교 (야탑동),031-724-6021,031-724-6019,http://www.youngdukgh.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,분당중앙고등학교,본교,기존(원)교,공립,남여공학,136-04 ,경기도 성남시 분당구 불정로 174 . 분당중앙고등학교 (정자동),031-8020-8207,031-713-1595,http://www.bdja.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,불곡고등학교,본교,기존(원)교,공립,남여공학,136-29 ,경기도 성남시 분당구 금곡로 149 (구미동. 불곡고등학교),031-710-2810,031-712-3726,http://bulgok.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,서현고등학교,본교,기존(원)교,공립,남여공학,135-88 ,경기도 성남시 분당구 분당로 87 . 서현고등학교 (서현동),031-789-5304,031-701-5105,http://www.seohyun.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,성남고등학교,본교,기존(원)교,공립,남자,133-59 ,경기도 성남시 중원구 시민로 61 (성남동),031-729-0300,031-729-0311,http://www.seongnam.hs.kr
2020,고등학교,상업고등학교,특성화고(직업),경기,성남시,경기,성남금융고등학교,본교,기존(원)교,공립,남여공학,135-00 ,경기도 성남시 분당구 장미로 153 (야탑동.성남금융고등학교),031-706-0291,031-706-0295,http://www.snfn.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,성남여자고등학교,본교,기존(원)교,공립,여자,133-70 ,경기도 성남시 중원구 원터로94번길 6 (성남동),031-750-4483,031-756-8478,http://www.seongnam-gs.hs.kr
2020,고등학교,외국어고등학교,특목고,경기,성남시,경기,성남외국어고등학교,본교,기존(원)교,공립,남여공학,135-43 ,경기도 성남시 분당구 대왕판교로385번길 28 (백현동),031-789-2303,031-781-7790,http://www.snfl.hs.kr
2020,고등학교,공업고등학교,특성화고(직업),경기,성남시,경기,성남테크노과학고등학교,본교,기존(원)교,공립,남여공학,134-06 ,경기도 성남시 중원구 둔촌대로258번길 7 (하대원동),031-753-0253,031-753-0255,http://www.sts.hs.kr
2020,고등학교,상업고등학교,특성화고(직업),경기,성남시,경기,성보경영고등학교,본교,기존(원)교,사립,남여공학,131-32 ,경기도 성남시 수정구 논골로 82 . 성보경영고등학교 (단대동),031-742-7714,031-746-7043,http://seongbo-m.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,성일고등학교,본교,기존(원)교,사립,남자,133-70 ,경기도 성남시 중원구 시민로77번길 10 (성남동),031-750-1806,031-721-7580,http://www.sungil.hs.kr
2020,고등학교,상업고등학교,특성화고(직업),경기,성남시,경기,성일정보고등학교,본교,기존(원)교,사립,남여공학,133-70 ,경기도 성남시 중원구 시민로77번길 10 . 성일정보고등학교 (성남동),031-720-1300,031-756-9659,http://www.sungil-i.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,송림고등학교,본교,기존(원)교,사립,남여공학,135-71 ,경기도 성남시 분당구 이매로 100 (이매동),031-704-6700,031-704-6709,http://www.songlimhs.net
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,수내고등학교,본교,기존(원)교,공립,남여공학,136-01 ,경기도 성남시 분당구 발이봉북로 15 . 수내고등학교 (수내동),031-715-8276,031-715-8279,http://sunae.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,숭신여자고등학교,본교,기존(원)교,사립,여자,131-65 ,경기도 성남시 중원구 황송로77번길 34 (금광동.숭신여자중고교),031-732-8101,031-731-6453,http://www.ssgh.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,야탑고등학교,본교,기존(원)교,사립,남여공학,135-10 ,경기도 성남시 분당구 판교로 738 (야탑동) 야탑고등학교,031-697-0108,031-703-2864,http://www.yatap.hs.kr
2020,고등학교,공업고등학교,특성화고(직업),경기,성남시,경기,양영디지털고등학교,본교,기존(원)교,공립,남여공학,135-87 ,경기도 성남시 분당구 불정로386번길 35 (서현동),031-778-2400,031-778-2399,http://y-y.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,운중고등학교,본교,기존(원)교,공립,남여공학,134-62 ,경기도 성남시 분당구 운중로 95 운중고등학교,031-8017-0590,031-8017-0598,http://unjung.hs.kr/
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,위례한빛고등학교,본교,기존(원)교,공립,남여공학,136-44 ,경기도 성남시 수정구 위례동로 86 (창곡동. 위례한빛고등학교),031-8038-1906,031-755-1998,http://wiryehanbit.hs.kr/
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,이매고등학교,본교,기존(원)교,공립,남여공학,135-65 ,경기도 성남시 분당구 탄천로 1 . 이매고등학교 (이매동),031-704-4042,031-706-2588,http://www.imae.hs.kr
2020,고등학교,일반고등학교,특성화고(대안),경기,성남시,경기,이우고등학교,본교,기존(원)교,사립,남여공학,135-47 ,경기도 성남시 분당구 동막로 287 (동원동.이우중고등학교),031-710-6903,031-711-9209,http://www.2woo.net
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,태원고등학교,본교,기존(원)교,사립,남여공학,135-14 ,경기도 성남시 분당구 성남대로 822 . 태원고등학교 (야탑동),031-704-6604,031-704-6605,http://www.taewon.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,판교고등학교,본교,기존(원)교,공립,남여공학,134-89 ,경기도 성남시 분당구 동판교로 257 (삼평동),031-739-7705,031-8017-0848,http://pangyo.hs.kr/
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,풍생고등학교,본교,기존(원)교,사립,남여공학,133-26 ,경기도 성남시 수정구 산성대로 111 (수진동. 풍생고등학교),031-750-8402,031-751-2400,http://www.ps.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,한솔고등학교,본교,기존(원)교,공립,남여공학,136-07 ,경기도 성남시 분당구 내정로 70 (정자동),031-714-4381,031-714-4384,http://www.hansol.hs.kr
2020,고등학교,일반고등학교,일반고,경기,성남시,경기,효성고등학교,본교,기존(원)교,사립,남여공학,131-03 ,경기도 성남시 수정구 심곡로 16 (심곡동.효성고등학교),031-750-8382,031-723-6301,http://hyosung.hs.kr
2020,고등학교,상업고등학교,특성화고(직업),경기,부천시,경기,경기경영고등학교,본교,기존(원)교,사립,남여공학,147-47 ,경기도 부천시 소사구 심곡로 100 (심곡본동),032-652-1701,032-654-1337,http://gm.hs.kr
2020,고등학교,상업고등학교,특성화고(직업),경기,부천시,경기,경기국제통상고등학교,본교,기존(원)교,공립,남여공학,145-83 ,경기도 부천시 석천로 141 (중동. 경기국제통상고등학교),032-320-6209,032-324-7393,http://www.gitra.hs.kr
2020,고등학교,예술고등학교,특목고,경기,부천시,경기,경기예술고등학교,본교,기존(원)교,공립,남여공학,145-37 ,경기도 부천시 석천로209번길 37 (중동),032-328-0844,032-328-0846,http://www.kgart.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,계남고등학교,본교,기존(원)교,공립,남여공학,145-81 ,경기도 부천시 부흥로 261 . 계남고등학교 (중동),032-322-9176,032-326-7169,http://gyenam.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,덕산고등학교,본교,기존(원)교,공립,남여공학,144-34 ,경기도 부천시 오정로266번길 69 (오정동. 덕산고등학교),070-7094-1508,032-684-1092,http://www.duksan-h.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,도당고등학교,본교,기존(원)교,공립,남여공학,144-81 ,경기도 부천시 삼작로256번길 53-3 (도당동. 도당고등학교),032-680-8514,032-677-0848,http://dodang.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,범박고등학교,본교,기존(원)교,공립,남여공학,147-83 ,경기도 부천시 범박로 27-1 (범박동. 범박고등학교),032-349-4622,032-349-4620,http://www.bbh.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,부명고등학교,본교,기존(원)교,공립,남여공학,145-86 ,경기도 부천시 석천로 127 . 부명고등학교 (중동),032-324-0164,032-324-0165,http://www.bmh.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,부천고등학교,본교,기존(원)교,공립,남자,147-33 ,경기도 부천시 소사구 경인로 92번길 70 (송내동.부천고등학교),032-665-5154,032-611-9435,http://www.bch.hs.kr
2020,고등학교,공업고등학교,특성화고(직업),경기,부천시,경기,부천공업고등학교,본교,기존(원)교,공립,남자,147-33 ,경기도 부천시 소사구 경인로120번길 (송내동 455),032-610-7488,032-663-6712,http://www.bukong.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,부천북고등학교,본교,기존(원)교,공립,남여공학,144-81 ,경기도 부천시 삼작로256번길 40 . 부천북고등학교 (도당동),032-221-6821,032-259-6828,http://www.puchonbuk.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,부천여자고등학교,본교,기존(원)교,공립,여자,146-21 ,경기도 부천시 석천로16번길 37 . 부천여자고등학교 (상동),032-249-0604,032-667-3290,http://www.pcg.hs.kr
2020,고등학교,상업고등학교,특성화고(직업),경기,부천시,경기,부천정보산업고등학교,본교,기존(원)교,공립,남여공학,145-96 ,경기도 부천시 신상로 94 .(상동),032-322-2169,032-322-1901,http://www.ibucheon.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,상동고등학교,본교,기존(원)교,공립,남여공학,145-94 ,경기도 부천시 원미구 상이로 22 (상동.상동고등학교),032-220-5005,032-328-7455,http://www.sd.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,상원고등학교,본교,기존(원)교,공립,남여공학,145-90 ,경기도 부천시 상동로 10 (상동. 상원고등학교),070-4311-3008,032-321-7088,http://sw.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,상일고등학교,본교,기존(원)교,공립,남여공학,145-92 ,경기도 부천시 부흥로 13 (상동. 상일고등학교),032-226-7400,032-321-9732,http://www.sih.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,소명여자고등학교,본교,기존(원)교,사립,여자,146-47 ,경기도 부천시 원미구 부일로 571번길 . 84,070-7099-5502,032-349-5524,http://www.somyong.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,소사고등학교,본교,기존(원)교,공립,남여공학,147-74 ,경기도 부천시 소사로78번길 22 (소사본동),032-720-7004,032-347-0239,http://www.sosa.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,송내고등학교,본교,기존(원)교,공립,남여공학,147-41 ,경기도 부천시 서촌로20번길 13 (송내동),032-650-0406,032-664-2854,http://www.shs.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,수주고등학교,본교,기존(원)교,공립,남여공학,144-03 ,경기도 부천시 역곡로 531 (고강동. 수주고등학교),032-677-2321,032-677-2324,http://www.suju.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,시온고등학교,본교,기존(원)교,사립,남여공학,147-73 ,경기도 부천시 은성로 172-20 . 시온고등학교 (범박동),032-340-0106,032-341-9196,http://www.zion.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,심원고등학교,본교,기존(원)교,공립,남여공학,145-34 ,경기도 부천시 계남로 284 (중동. 심원고등학교),032-320-9215,032-320-9110,http://www.shimwon.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,역곡고등학교,본교,기존(원)교,공립,남여공학,146-57 ,경기도 부천시 원미구 안곡로 322 (역곡동),032-340-6102,032-348-1602,http://www.yeokgok.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,원미고등학교,본교,기존(원)교,공립,남여공학,145-75 ,경기도 부천시 옥산로 48 (중동. 원미고등학교),032-722-6300,032-668-8294,http://www.wonmihigh.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,원종고등학교,본교,기존(원)교,공립,남여공학,144-26 ,경기도 부천시 소사로 807번길 68 (원종동.원종고등학교),032-222-5807,032-676-0059,http://www.wonjong.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,정명고등학교,본교,기존(원)교,사립,남여공학,147-47 ,경기도 부천시 심곡로 100 . 정명고등학교 (심곡본동. 정명고등학교.정명정보고등학교),032-653-0181,032-656-3972,http://jeongmyung.hs.kr/
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,중원고등학교,본교,기존(원)교,공립,남여공학,145-10 ,경기도 부천시 도약로 111 (중동. 중원고등학교),032-320-5907,032-323-6935,http://www.jungwon.hs.kr
2020,고등학교,일반고등학교,일반고,경기,부천시,경기,중흥고등학교,본교,기존(원)교,공립,남여공학,145-36 ,경기도 부천시 계남로 171 . 중흥고등학교 (중동),032-722-3107,032-324-0894,http://jh.hs.kr
2020,고등학교,상업고등학교,특목고,경기,안양시,경기,경기게임마이스터고등학교,본교,기존(원)교,공립,남여공학,140-43 ,경기도 안양시 동안구 학의로 70 . 경기게임마이스터고등학교 (비산동),031-428-5402,031-386-8327,http://www.ggm.hs.kr
2020,고등학교,일반고등학교,일반고,경기,안양시,경기,관양고등학교,본교,기존(원)교,공립,남여공학,139-27 ,경기도 안양시 동안구 일동로 115 (관양동),031-420-9407,031-382-6316,http://www.gwanyang.hs.kr
2020,고등학교,상업고등학교,특성화고(직업),경기,안양시,경기,근명고등학교,본교,기존(원)교,사립,남여공학,139-98 ,경기도 안양시 만안구 삼덕로 49 (안양동),031-449-3567,031-446-1208,http://www.kmg.hs.kr
2020,고등학교,일반고등학교,일반고,경기,안양시,경기,동안고등학교,본교,기존(원)교,공립,남여공학,140-70 ,경기도 안양시 동안구 부림로 71 (평촌동.동안고등학교),031-387-6105,031-387-6108,http://www.dongan.hs.kr
2020,고등학교,일반고등학교,일반고,경기,안양시,경기,백영고등학교,본교,기존(원)교,사립,남여공학,141-02 ,경기도 안양시 동안구 관평로 94 (평촌동),031-386-0511,031-386-0513,http://www.baekyoung.hs.kr
2020,고등학교,일반고등학교,일반고,경기,안양시,경기,부흥고등학교,본교,기존(원)교,공립,남여공학,140-44 ,경기도 안양시 동안구 달안로 15 (비산동. 부흥고등학교),031-389-7300,031-382-2084,http://www.puhung.hs.kr
2020,고등학교,일반고등학교,일반고,경기,안양시,경기,성문고등학교,본교,기존(원)교,사립,남여공학,140-97 ,경기도 안양시 만안구 성결대학로64번길 9 . 성문고등학교 (안양동),031-446-6483,031-441-8372,http://www.sungmoon.hs.kr
2020,고등학교,일반고등학교,일반고,경기,안양시,경기,신성고등학교,본교,기존(원)교,사립,남여공학,140-90 ,경기도 안양시 만안구 소곡로 93 (안양동.신성중 고등학교),031-469-0785,031-469-0786,http://www.shinsung.hs.kr
2020,고등학교,일반고등학교,일반고,경기,안양시,경기,안양고등학교,본교,기존(원)교,공립,남여공학,140-16 ,경기도 안양시 만안구 삼봉로 46 . 안양고등학교 (박달동),031-443-2142,031-443-2144,http://www.anyang.hs.kr
2020,고등학교,공업고등학교,특성화고(직업),경기,안양시,경기,안양공업고등학교,본교,기존(원)교,공립,남여공학,140-07 ,경기도 안양시 만안구 양화로28번길 69 . 안양공업고등학교 (안양동.안양공업고등학교),031-463-0110,031-445-9835,http://anyang-t.hs.kr
2020,고등학교,일반고등학교,일반고,경기,안양시,경기,안양여자고등학교,본교,기존(원)교,사립,여자,139-88 ,경기도 안양시 만안구 안양로 357 (안양동),031-469-2017,031-469-2010,http://anyang-gh.hs.kr
2020,고등학교,상업고등학교,특성화고(직업),경기,안양시,경기,안양여자상업고등학교,본교,기존(원)교,사립,여자,140-11 ,경기도 안양시 만안구 양화로37번길 36 (안양동),031-470-4017,031-448-7755,http://anyang-gch.hs.kr
